frame,x,y,visible
60,745.0,632.2,1
65,748.3,623.2,1
75,769.5,559.6,1
95,814.8,489.3,1
110,842.7,482.6,1
130,864.8,453.7,1
140,873.5,440.2,1
745,-1.0,-1.0,0
810,-1.0,-1.0,0
1335,980.4,310.2,1
1355,-1.0,-1.0,0
1365,871.6,333.3,1
1375,809.0,365.1,1
1385,755.1,366.1,1
2010,601.0,405.6,1
2020,614.5,385.3,1
2030,642.4,394.0,1
2040,668.4,391.1,1
2095,684.8,379.6,1
4420,628.9,355.5,1
4430,631.8,356.5,1
4440,631.8,356.5,1
4450,631.8,356.5,1
4460,628.9,359.3,1
4470,630.8,355.5,1
4480,630.8,355.5,1
4490,627.9,355.5,1
4500,627.9,355.5,1
4510,627.9,355.5,1
4515,628.9,354.5,1
4525,628.9,354.5,1
4535,627.9,353.6,1
4545,628.9,355.5,1
4555,628.9,355.5,1
4565,628.9,355.5,1
4575,628.9,355.5,1
4585,629.2,355.5,1
4595,628.9,355.5,1
4605,628.9,355.5,1
4615,629.2,355.5,1
4625,629.2,355.5,1
4635,629.2,355.5,1
4645,628.9,355.5,1
4655,628.9,355.5,1
5745,628.9,355.5,1
5755,400.7,348.7,1
5765,407.4,347.8,1
5775,390.1,353.6,1
6460,711.7,422.9,1
6470,-1.0,-1.0,0
6570,848.5,486.5,1
6580,842.7,508.6,1
6625,749.3,643.4,1
6635,760.8,633.8,1
6690,887.0,485.5,1
6700,841.7,475.9,1
6710,831.1,473.9,1
6715,821.5,467.2,1
6725,788.8,454.7,1
6735,768.5,439.3,1
6745,750.2,411.3,1
6835,1045.9,409.4,1
6845,1046.8,396.9,1
6855,1032.4,357.4,1
6875,1010.3,318.9,1
6885,1004.5,317.0,1
6895,996.8,325.6,1
6905,991.0,333.3,1
6915,986.2,337.2,1
6925,972.7,338.2,1
6935,965.0,333.3,1
6945,940.9,338.2,1
6955,747.4,359.3,1
7050,999.7,542.3,1
7060,-1.0,-1.0,0
7070,1031.4,616.5,1
7080,1009.3,609.7,1
7165,1008.3,481.6,1
7175,1001.6,518.2,1
7185,985.2,568.3,1
7195,1098.8,567.3,1
7260,1045.9,414.2,1
7270,1037.2,367.0,1
7545,798.4,414.2,1
7555,772.4,443.1,1
7565,754.1,455.6,1
7570,754.1,462.4,1
7580,756.0,463.3,1
7730,-1.0,-1.0,0
7740,-1.0,-1.0,0
7750,-1.0,-1.0,0
7760,-1.0,-1.0,0
7770,-1.0,-1.0,0
7780,-1.0,-1.0,0
7790,-1.0,-1.0,0
7800,399.7,584.7,1
7810,-1.0,-1.0,0
7940,557.6,549.0,1
7950,551.9,549.0,1
7960,549.0,545.2,1
7970,530.7,549.0,1
7980,621.2,522.1,1
8235,675.1,295.8,1
8245,631.8,277.5,1
8300,716.5,295.8,1
8310,743.5,297.7,1
8320,768.5,300.6,1
8360,670.3,334.3,1
8370,757.0,324.7,1
8380,800.3,317.0,1
8390,836.0,324.7,1
8400,970.8,351.6,1
8460,802.2,421.0,1
8470,780.1,425.8,1
8475,770.5,428.7,1
8485,774.3,433.5,1
8580,-1.0,-1.0,0
8590,1037.2,518.2,1
8760,917.8,363.2,1
8920,864.8,320.8,1
8930,816.7,336.2,1
8940,742.5,348.7,1
8950,761.8,351.6,1
8960,-1.0,-1.0,0
8970,813.8,363.2,1
8980,813.8,369.0,1
9965,836.0,550.0,1
9975,826.3,518.2,1
9985,825.4,503.8,1
9995,820.5,495.1,1
10015,857.1,488.4,1
10025,901.4,484.5,1
10055,769.5,400.7,1
10065,776.2,410.4,1
10150,771.4,419.0,1
10160,755.1,408.5,1
10170,748.3,405.6,1
10180,748.3,402.7,1
10190,747.4,403.6,1
10200,761.8,400.7,1
10210,776.2,392.1,1
10255,734.8,327.6,1
10265,671.3,308.3,1
10270,634.7,286.2,1
10280,634.7,291.0,1
10290,634.7,294.8,1
10345,729.1,336.2,1
10355,744.5,339.1,1
10365,760.8,336.2,1
10375,775.3,325.6,1
10395,775.3,322.7,1
10410,792.6,317.0,1
10420,820.5,315.0,1
10430,825.4,309.3,1
10670,1075.7,439.3,1
10680,1142.2,458.5,1
10700,1144.1,447.9,1
10710,1137.4,447.9,1
10720,1024.7,413.3,1
10730,959.2,397.9,1
10740,948.6,395.0,1
10750,947.7,395.0,1
10760,973.7,395.0,1
10770,890.8,390.2,1
10780,684.8,377.6,1
10820,-1.0,-1.0,0
10835,805.1,372.8,1
10845,757.0,381.5,1
10930,444.0,334.3,1
10950,543.2,307.3,1
10960,551.9,305.4,1
10965,553.8,300.6,1
10975,559.6,298.7,1
10985,618.3,301.6,1
11680,-1.0,-1.0,0
11690,-1.0,-1.0,0
11700,826.3,350.7,1
11710,825.4,350.7,1
11720,821.5,350.7,1
11755,832.1,357.4,1
11765,838.8,360.3,1
11775,849.4,362.2,1
11820,871.6,495.1,1
11830,866.8,557.7,1
12040,610.6,536.5,1
12050,669.4,541.3,1
12255,1012.2,563.5,1
12310,1017.0,525.9,1
14465,547.1,364.2,1
14540,445.0,505.7,1
14695,445.9,457.6,1
14740,450.8,421.0,1
14770,408.4,399.8,1
14780,407.4,409.4,1
14790,394.9,370.9,1
14800,376.6,347.8,1
14810,361.2,337.2,1
14820,344.8,336.2,1
14830,344.8,338.2,1
14840,403.6,312.2,1
