frame,x,y,visible
35,791.1,559.3,1
280,202.3,459.5,1
300,146.4,406.5,1
315,192.7,401.7,1
330,293.8,342.0,1
345,335.2,305.4,1
355,313.0,285.2,1
370,303.4,283.3,1
420,206.2,313.1,1
435,215.8,331.4,1
460,227.3,334.3,1
470,151.3,360.3,1
580,347.7,474.9,1
605,212.9,455.6,1
660,175.3,401.7,1
675,177.3,400.7,1
685,198.4,399.8,1
700,194.6,405.6,1
715,179.2,415.2,1
830,908.2,597.2,1
850,886.0,588.5,1
860,855.2,582.8,1
895,758.9,577.0,1
955,720.4,495.1,1
985,931.3,514.4,1
1025,756.0,295.8,1
1410,455.6,443.1,1
1425,473.9,465.3,1
1440,540.3,530.8,1
1455,534.5,549.0,1
1775,1072.8,475.9,1
1785,1059.4,472.0,1
1800,1077.7,480.7,1
1870,447.9,298.7,1
2010,-1.0,-1.0,0
5290,527.8,250.5,1
5300,511.4,264.0,1
5315,481.6,277.5,1
5330,491.2,286.2,1
5345,478.7,294.8,1
5360,462.3,304.4,1
5380,424.8,323.7,1
5395,394.9,369.9,1
5410,357.3,412.3,1
5520,326.5,476.8,1
5535,530.7,538.5,1
5545,699.2,586.6,1
5575,929.4,640.5,1
5590,928.4,640.5,1
5605,901.4,638.6,1
5620,884.1,638.6,1
5635,894.7,644.4,1
5645,933.2,640.5,1
5705,946.7,550.0,1
5720,966.9,426.7,1
5755,1056.5,519.2,1
5770,-1.0,-1.0,0
5780,984.3,509.6,1
5845,834.0,518.2,1
5860,986.2,525.9,1
6105,954.4,482.6,1
6120,959.2,458.5,1
6130,931.3,471.0,1
6145,913.0,564.5,1
6160,963.1,576.0,1
6175,1037.2,574.1,1
6215,929.4,471.0,1
6225,846.5,454.7,1
7380,540.3,317.9,1
7635,353.5,382.5,1
7665,370.8,347.8,1
7700,422.8,346.8,1
7720,567.3,308.3,1
7735,583.6,294.8,1
7750,564.4,282.3,1
7790,463.3,278.4,1
7850,475.8,262.1,1
7860,419.0,276.5,1
7875,372.8,291.9,1
7890,362.2,299.6,1
7905,365.0,307.3,1
7920,365.0,309.3,1
7930,327.5,345.9,1
7945,-1.0,-1.0,0
7960,275.5,455.6,1
7975,290.9,458.5,1
7995,310.2,496.1,1
8280,773.4,408.5,1
8350,-1.0,-1.0,0
8385,373.7,358.4,1
8400,306.3,292.9,1
8420,305.3,292.9,1
8430,235.0,346.8,1
8455,150.3,383.4,1
8480,210.0,393.0,1
8550,262.0,393.0,1
8565,341.0,436.4,1
8575,385.3,469.1,1
8590,431.5,503.8,1
8605,651.1,442.2,1
9295,996.8,506.7,1
9310,-1.0,-1.0,0
9325,1052.6,442.2,1
9335,1060.3,428.7,1
9350,1058.4,418.1,1
9365,1043.0,416.2,1
9380,1025.7,413.3,1
9395,959.2,376.7,1
9405,917.8,344.9,1
9435,918.8,308.3,1
9465,971.7,312.2,1
9535,1044.0,414.2,1
9550,1009.3,413.3,1
9560,979.4,426.7,1
9575,967.9,428.7,1
9615,1040.1,558.7,1
9695,1060.3,430.6,1
9710,1129.7,371.9,1
9720,1152.8,353.6,1
9735,1124.8,359.3,1
9750,1088.3,370.9,1
9785,1066.1,381.5,1
9800,1055.5,394.0,1
9810,1055.5,394.0,1
9825,1089.2,393.0,1
9840,1109.4,390.2,1
9875,1062.3,369.9,1
9890,-1.0,-1.0,0
9900,1038.2,335.3,1
9915,1033.4,318.9,1
9930,1018.0,310.2,1
9945,978.5,312.2,1
9960,969.8,311.2,1
10525,851.4,392.1,1
10555,833.1,491.3,1
10595,-1.0,-1.0,0
10635,733.9,518.2,1
10670,627.0,530.8,1
10680,529.7,546.2,1
10695,471.0,553.9,1
10760,310.2,536.5,1
10775,310.2,525.0,1
10790,318.8,510.5,1
10800,317.9,496.1,1
10820,-1.0,-1.0,0
10840,385.3,474.9,1
10855,412.2,472.0,1
12560,537.4,331.4,1
12595,569.2,316.0,1
12675,-1.0,-1.0,0
12695,622.2,252.4,1
12710,573.1,260.2,1
12725,561.5,260.2,1
12895,-1.0,-1.0,0
12905,-1.0,-1.0,0
12920,-1.0,-1.0,0
12935,-1.0,-1.0,0
12950,-1.0,-1.0,0
12965,-1.0,-1.0,0
12975,-1.0,-1.0,0
12990,291.9,215.9,1
13045,207.1,307.3,1
13060,285.1,294.8,1
13075,381.4,284.2,1
13085,418.0,275.6,1
13100,421.0,273.0,1
13115,429.8,274.0,1
13130,-1.0,-1.0,0
13325,911.2,549.8,1
13365,907.1,580.2,1
14020,467.1,359.5,1
14035,450.5,354.0,1
14050,461.6,330.5,1
14095,523.6,274.0,1
14105,486.4,274.0,1
14120,-1.0,-1.0,0
14140,457.4,278.1,1
14155,429.8,283.6,1
14170,395.4,305.7,1
14180,377.4,318.1,1
14195,374.7,330.5,1
14210,429.8,322.3,1
14395,395.4,291.9,1
14410,371.9,289.2,1
14420,396.7,297.4,1
14435,434.0,307.1,1
14450,429.8,312.6,1
14465,352.6,311.2,1
14640,253.3,301.6,1
14650,170.5,323.6,1
14665,105.7,338.8,1
14680,105.7,342.9,1
14695,148.5,342.9,1
14710,176.1,348.5,1
14720,167.8,349.8,1
14735,166.4,355.4,1
14750,126.4,354.0,1
14765,182.9,420.2,1
14915,860.2,594.0,1
14935,714.0,391.2,1
