frame,x,y,visible
120,209.7,497.9,1
135,219.6,391.1,1
150,211.9,333.3,1
165,211.9,312.2,1
180,237.0,312.2,1
195,261.0,312.2,1
210,272.6,289.0,1
230,279.3,261.1,1
250,288.0,256.3,1
265,309.2,266.9,1
280,324.6,267.9,1
295,351.6,305.4,1
310,370.8,334.3,1
330,263.0,324.7,1
345,269.7,326.6,1
360,276.5,328.5,1
375,323.6,339.1,1
390,394.9,364.2,1
405,381.4,372.8,1
480,382.4,374.7,1
495,399.7,376.7,1
510,420.9,383.4,1
525,438.2,388.2,1
545,-1.0,-1.0,0
595,433.4,328.5,1
615,440.2,327.6,1
695,343.9,287.1,1
710,377.6,327.6,1
725,288.0,341.0,1
780,185.9,332.4,1
795,206.2,329.5,1
810,235.0,328.5,1
830,278.4,292.9,1
845,303.4,295.8,1
910,431.5,297.7,1
925,388.2,317.0,1
940,289.9,350.7,1
955,225.4,371.9,1
995,237.0,371.9,1
1025,559.6,400.7,1
1070,-1.0,-1.0,0
1110,572.1,249.6,1
1125,545.1,239.0,1
1140,522.0,239.0,1
1160,497.9,241.9,1
1175,488.3,248.6,1
1190,465.2,256.3,1
1205,586.5,243.8,1
1245,-1.0,-1.0,0
1270,-1.0,-1.0,0
3455,861.0,659.8,1
3470,973.7,627.1,1
4135,1105.6,573.1,1
4285,930.3,562.5,1
4450,-1.0,-1.0,0
4465,-1.0,-1.0,0
4485,-1.0,-1.0,0
4500,-1.0,-1.0,0
4515,-1.0,-1.0,0
4530,701.1,553.9,1
4545,-1.0,-1.0,0
4750,772.4,565.4,1
4765,766.6,547.1,1
4785,774.3,550.0,1
4800,797.4,550.0,1
4815,798.4,549.0,1
4830,806.1,549.0,1
4845,823.4,543.3,1
4860,862.0,486.5,1
4995,326.5,408.5,1
5010,321.7,421.9,1
5025,336.2,450.8,1
5040,353.5,479.7,1
5055,361.2,484.5,1
5070,471.0,533.6,1
5285,543.2,515.3,1
5300,525.9,491.3,1
5315,456.5,548.1,1
5355,451.7,598.2,1
5375,492.2,566.4,1
5390,470.0,444.1,1
5410,445.0,398.8,1
5425,441.1,392.1,1
5440,451.7,340.1,1
5460,471.0,305.4,1
5545,459.4,270.7,1
5590,-1.0,-1.0,0
5605,414.2,304.4,1
5630,455.6,291.0,1
5685,-1.0,-1.0,0
5700,455.6,280.4,1
5715,-1.0,-1.0,0
5730,515.3,280.4,1
5745,-1.0,-1.0,0
5765,-1.0,-1.0,0
5780,-1.0,-1.0,0
5795,-1.0,-1.0,0
5810,-1.0,-1.0,0
5825,314.0,227.1,1
5840,333.3,234.0,1
5860,-1.0,-1.0,0
5875,-1.0,-1.0,0
5900,-1.0,-1.0,0
5915,-1.0,-1.0,0
5930,-1.0,-1.0,0
5945,-1.0,-1.0,0
5965,-1.0,-1.0,0
6430,708.5,337.4,1
6470,-1.0,-1.0,0
6485,945.7,245.0,1
6500,937.4,245.0,1
6515,-1.0,-1.0,0
6535,-1.0,-1.0,0
6645,609.2,305.7,1
6715,568.8,320.7,1
7145,1072.4,440.1,1
7160,1033.1,428.2,1
7180,981.9,414.1,1
7195,959.9,406.2,1
7215,957.5,399.1,1
7230,957.5,396.0,1
7245,955.2,399.1,1
7260,944.1,393.6,1
7275,944.1,400.7,1
7290,941.8,407.0,1
7310,986.6,499.9,1
7325,967.0,529.8,1
7340,934.7,525.9,1
7355,922.1,525.1,1
7370,841.8,566.0,1
7385,771.7,609.3,1
7460,874.1,436.1,1
7475,863.8,421.2,1
7490,856.8,414.9,1
7505,852.8,410.1,1
7520,855.2,407.8,1
7535,869.4,406.2,1
7555,885.1,418.8,1
7570,896.9,456.6,1
7585,903.2,485.7,1
7600,891.4,495.9,1
7615,844.2,492.0,1
7650,948.9,503.0,1
7665,955.9,512.5,1
7685,871.7,621.9,1
7700,870.1,623.5,1
7715,847.3,606.9,1
7740,817.4,584.9,1
7755,813.5,574.7,1
7770,811.9,574.7,1
7790,925.2,527.4,1
7805,970.9,511.7,1
7835,890.6,490.4,1
7850,718.2,472.3,1
7890,953.6,533.7,1
7905,885.1,556.6,1
7925,780.4,619.5,1
7940,963.8,582.5,1
8060,567.1,472.3,1
8095,602.5,449.5,1
8125,642.6,418.0,1
8965,261.7,449.5,1
8985,271.1,470.0,1
9000,286.1,472.3,1
9015,480.5,510.9,1
9050,1057.5,609.3,1
9150,838.7,448.7,1
9165,888.2,437.7,1
9250,879.6,425.1,1
9475,245.9,304.7,1
9490,241.2,297.6,1
9505,242.0,306.2,1
9520,-1.0,-1.0,0
9535,294.7,356.6,1
9550,319.9,360.5,1
9570,481.3,366.1,1
10245,213.6,585.7,1
10260,215.2,574.7,1
10275,154.6,513.3,1
10670,505.7,514.8,1
12450,689.9,405.4,1
12470,697.8,416.4,1
13065,367.9,410.9,1
13080,302.6,290.5,1
13095,318.3,294.4,1
13110,337.2,295.2,1
13125,327.8,350.3,1
13145,272.7,410.9,1
13160,276.6,416.4,1
13180,290.0,431.4,1
13280,718.2,625.8,1
13435,223.1,393.6,1
13465,444.0,393.3,1
13710,-1.0,-1.0,0
13740,-1.0,-1.0,0
13755,-1.0,-1.0,0
13770,586.0,356.6,1
14735,-1.0,-1.0,0
14750,-1.0,-1.0,0
14995,902.4,314.9,1
