frame,x,y,visible
144,961.8,362.6,1
240,1038.2,395.9,1
248,1016.0,355.5,1
256,980.4,317.9,1
264,972.7,293.9,1
272,970.8,281.3,1
280,980.4,269.8,1
288,983.3,268.8,1
296,988.1,265.0,1
304,989.1,264.0,1
960,607.7,234.2,1
968,592.3,230.3,1
4728,512.4,413.3,1
4736,498.9,403.6,1
6096,420.9,317.0,1
6104,428.6,318.9,1
6112,429.6,318.9,1
6120,465.2,305.4,1
6128,512.4,288.1,1
6136,536.5,279.4,1
6144,553.8,273.6,1
6152,552.8,271.7,1
6312,393.0,332.4,1
6320,405.5,332.4,1
6328,362.2,331.4,1
6336,295.7,340.1,1
6600,631.8,242.8,1
13432,-1.0,-1.0,0
13440,-1.0,-1.0,0
13448,-1.0,-1.0,0
13456,-1.0,-1.0,0
13464,-1.0,-1.0,0
13472,-1.0,-1.0,0
13480,-1.0,-1.0,0
13488,-1.0,-1.0,0
13496,-1.0,-1.0,0
13504,-1.0,-1.0,0
13512,-1.0,-1.0,0
13520,-1.0,-1.0,0
13528,-1.0,-1.0,0
13536,-1.0,-1.0,0
13544,-1.0,-1.0,0
13552,-1.0,-1.0,0
13560,-1.0,-1.0,0
13568,-1.0,-1.0,0
13576,-1.0,-1.0,0
13584,-1.0,-1.0,0
13592,-1.0,-1.0,0
13600,-1.0,-1.0,0
13608,-1.0,-1.0,0
13616,-1.0,-1.0,0
13624,-1.0,-1.0,0
13632,-1.0,-1.0,0
13640,-1.0,-1.0,0
13648,-1.0,-1.0,0
13656,-1.0,-1.0,0
13664,-1.0,-1.0,0
13672,-1.0,-1.0,0
13680,-1.0,-1.0,0
13688,-1.0,-1.0,0
13696,-1.0,-1.0,0
13704,-1.0,-1.0,0
13712,-1.0,-1.0,0
13720,-1.0,-1.0,0
13728,-1.0,-1.0,0
13736,-1.0,-1.0,0
13744,-1.0,-1.0,0
13752,-1.0,-1.0,0
13760,-1.0,-1.0,0
13768,-1.0,-1.0,0
13776,-1.0,-1.0,0
13784,-1.0,-1.0,0
13792,-1.0,-1.0,0
13800,-1.0,-1.0,0
13808,-1.0,-1.0,0
13816,-1.0,-1.0,0
13824,-1.0,-1.0,0
13832,-1.0,-1.0,0
13840,-1.0,-1.0,0
13848,-1.0,-1.0,0
13856,-1.0,-1.0,0
13864,-1.0,-1.0,0
13872,-1.0,-1.0,0
13880,-1.0,-1.0,0
14736,-1.0,-1.0,0
14744,-1.0,-1.0,0
14840,729.1,335.3,1
15840,-1.0,-1.0,0
15848,534.5,497.0,1
15856,-1.0,-1.0,0
15864,517.2,511.5,1
15872,523.0,513.4,1
15880,523.0,513.4,1
15912,-1.0,-1.0,0
15920,634.7,522.1,1
17488,905.3,544.2,1
17496,904.3,544.2,1
17504,904.3,544.2,1
