frame,x,y,visible
15,678.8,207.2,1
100,764.7,234.2,1
2540,685.7,302.5,1
3060,400.7,306.4,1
3755,-1.0,-1.0,0
4055,505.6,455.6,1
4145,561.5,583.7,1
6715,451.7,389.2,1
6805,287.0,619.3,1
6965,561.5,446.0,1
7115,-1.0,-1.0,0
8015,384.3,493.2,1
8220,709.8,504.8,1
9535,712.7,299.6,1
13625,-1.0,-1.0,0
13715,-1.0,-1.0,0
13805,-1.0,-1.0,0
13895,-1.0,-1.0,0
13985,-1.0,-1.0,0
14075,-1.0,-1.0,0
14160,-1.0,-1.0,0
14250,-1.0,-1.0,0
14340,-1.0,-1.0,0
14430,-1.0,-1.0,0
14520,-1.0,-1.0,0
16245,-1.0,-1.0,0
16330,675.1,281.3,1
16420,706.9,308.3,1
16510,817.7,321.8,1
16600,830.2,309.3,1
16765,660.7,257.3,1
17285,836.9,393.0,1
17690,598.1,500.9,1
17775,340.0,532.7,1
17865,341.0,522.1,1
18110,586.5,372.8,1
18200,442.1,452.8,1
18290,587.5,473.9,1
18380,-1.0,-1.0,0
18465,536.5,485.5,1
18555,526.8,505.7,1
19725,-1.0,-1.0,0
19835,-1.0,-1.0,0
21800,889.9,406.5,1
21890,850.4,343.9,1
22340,381.4,474.9,1
22455,399.7,493.2,1
22760,509.5,510.5,1
22850,590.4,559.6,1
23060,975.6,447.0,1
23150,530.3,477.8,1
23240,856.1,348.5,1
23330,885.0,341.6,1
23430,751.2,260.2,1
23520,856.1,285.0,1
23990,740.2,276.7,1
24080,765.0,289.2,1
24175,589.8,278.1,1
24330,-1.0,-1.0,0
25730,894.7,249.2,1
25975,581.6,302.9,1
28500,395.4,276.7,1
29430,981.6,529.2,1
29520,929.2,545.7,1
29610,919.5,498.8,1
29695,1029.8,418.8,1
29820,-1.0,-1.0,0
29910,938.8,411.9,1
30000,967.8,387.1,1
31575,-1.0,-1.0,0
31685,-1.0,-1.0,0
32035,671.2,189.8,1
32120,654.7,198.1,1
32210,-1.0,-1.0,0
32300,-1.0,-1.0,0
32390,629.8,213.3,1
32495,640.9,189.8,1
33310,485.0,314.0,1
33395,413.3,373.3,1
33795,445.0,414.7,1
33885,342.9,529.2,1
34190,-1.0,-1.0,0
34510,418.8,376.1,1
35010,388.5,462.9,1
35100,627.1,515.4,1
