frame,x,y,visible
710,1000.0,469.2,1
785,908.5,438.1,1
850,931.9,325.0,1
980,820.2,327.8,1
1025,853.3,344.3,1
1120,770.5,349.8,1
1160,770.5,348.5,1
1495,890.5,396.7,1
2805,1120.9,348.5,1
2845,1090.5,312.6,1
2955,909.8,424.3,1
3140,744.3,287.8,1
3190,518.1,260.2,1
3235,651.9,271.2,1
3305,824.3,327.8,1
3350,871.2,359.5,1
3390,842.3,340.2,1
3435,914.0,327.8,1
3475,1162.3,396.7,1
3550,-1.0,-1.0,0
3720,1141.6,417.4,1
4080,843.6,421.6,1
4445,821.6,399.5,1
4715,1007.8,522.3,1
4855,1111.2,458.8,1
5040,708.5,318.1,1
5145,1112.6,345.7,1
5190,1100.2,374.7,1
5235,-1.0,-1.0,0
6245,-1.0,-1.0,0
6425,456.1,487.8,1
6525,680.9,475.4,1
6685,1154.0,453.3,1
6735,1094.7,428.5,1
6795,-1.0,-1.0,0
6935,898.8,337.4,1
7360,733.3,559.5,1
7420,547.1,537.4,1
7460,276.7,467.1,1
7500,369.2,442.3,1
7555,395.4,467.1,1
7610,381.6,483.6,1
7690,345.7,598.1,1
7930,267.1,278.1,1
8060,203.6,360.9,1
8100,360.9,395.4,1
8140,360.9,395.4,1
8220,145.7,537.4,1
8265,820.2,657.4,1
8305,445.0,603.6,1
8375,211.9,541.6,1
8430,344.3,447.8,1
8470,399.5,438.1,1
8510,200.9,529.2,1
8615,189.8,462.9,1
8835,165.0,432.6,1
8875,222.9,402.3,1
8915,199.5,348.5,1
9125,198.1,380.2,1
9200,442.3,302.9,1
9240,878.1,285.0,1
9860,471.2,349.8,1
10260,622.9,576.1,1
10300,548.5,508.5,1
10350,574.7,520.9,1
10555,167.8,421.6,1
10650,356.7,594.0,1
10690,245.0,424.3,1
10735,-1.0,-1.0,0
10775,363.6,365.0,1
10815,294.7,403.6,1
11100,-1.0,-1.0,0
11140,1177.4,512.6,1
11420,729.2,467.1,1
11520,657.4,342.9,1
11905,817.4,312.6,1
11945,982.9,326.4,1
11985,941.6,287.8,1
12030,898.8,279.5,1
12070,989.8,326.4,1
12110,1078.1,387.1,1
12155,981.6,406.4,1
12195,952.6,365.0,1
12235,900.2,349.8,1
12680,-1.0,-1.0,0
