frame,x,y,visible
240,960.4,314.9,1
285,800.9,293.3,1
320,682.3,283.6,1
360,-1.0,-1.0,0
395,814.7,300.2,1
925,617.4,370.5,1
970,156.7,573.3,1
1230,154.0,551.2,1
1265,167.8,435.4,1
1305,165.0,371.9,1
1350,261.6,381.6,1
1385,275.4,380.2,1
1425,251.9,377.4,1
1990,705.7,573.3,1
2030,828.5,576.1,1
2155,256.1,552.6,1
2190,-1.0,-1.0,0
2235,170.5,420.2,1
2275,119.5,387.1,1
2310,167.8,358.1,1
2400,318.1,297.4,1
2440,331.9,333.3,1
2475,365.0,290.5,1
2580,195.4,436.7,1
2695,261.6,443.6,1
2730,199.5,451.9,1
3365,1109.8,352.6,1
3620,1115.4,323.6,1
3855,1140.2,451.9,1
3905,846.4,547.1,1
3965,136.1,592.6,1
4000,83.6,587.1,1
4130,1050.5,462.9,1
4170,827.1,384.3,1
4225,860.2,420.2,1
4260,905.7,438.1,1
5180,-1.0,-1.0,0
5230,682.3,242.3,1
5920,625.7,411.9,1
5960,628.5,414.7,1
5995,-1.0,-1.0,0
6030,454.7,421.6,1
6070,-1.0,-1.0,0
6105,261.6,360.9,1
6140,191.2,359.5,1
6330,276.7,442.3,1
6975,302.9,592.6,1
8060,835.4,410.5,1
9465,589.8,639.5,1
9710,440.9,414.7,1
9800,573.3,674.0,1
9965,367.8,497.4,1
10000,402.3,497.4,1
10035,460.2,518.1,1
10075,662.9,661.6,1
10110,476.7,639.5,1
10215,-1.0,-1.0,0
10255,569.2,445.0,1
10490,511.2,438.1,1
10950,-1.0,-1.0,0
11375,118.1,542.9,1
11540,152.6,554.0,1
11575,158.1,556.7,1
11615,158.1,556.7,1
11800,333.3,392.6,1
12180,100.2,438.1,1
12300,-1.0,-1.0,0
12380,476.7,398.1,1
12415,-1.0,-1.0,0
12455,512.6,378.8,1
12490,438.1,347.1,1
12570,260.2,449.2,1
12640,359.5,358.1,1
12675,479.5,337.4,1
12780,432.6,329.2,1
12905,606.4,381.6,1
12940,456.1,398.1,1
12975,184.3,425.7,1
13405,1147.1,462.9,1
13800,651.9,327.8,1
13900,712.6,347.1,1
14750,457.4,482.3,1
14885,914.0,396.7,1
14920,1009.2,509.8,1
14960,465.7,594.0,1
