frame,x,y,visible
255,375.7,279.3,1
305,379.8,288.9,1
355,403.6,295.8,1
545,402.9,319.0,1
595,421.4,325.9,1
650,395.2,336.7,1
700,505.3,256.6,1
820,369.7,291.2,1
870,388.2,286.6,1
925,377.5,285.8,1
975,400.6,362.1,1
1025,356.7,352.9,1
1090,276.5,338.2,1
1140,321.2,359.8,1
1195,480.7,386.8,1
1245,495.3,347.5,1
1295,485.3,311.3,1
1345,489.2,347.5,1
1525,335.8,369.8,1
1765,765.7,430.7,1
1815,868.2,415.3,1
1870,806.6,382.1,1
1925,736.5,358.2,1
1975,774.2,384.4,1
2080,610.1,341.3,1
2130,578.5,335.1,1
2180,-1.0,-1.0,0
2240,720.3,308.9,1
2290,724.9,315.1,1
2340,775.0,305.1,1
2390,738.8,315.1,1
2445,-1.0,-1.0,0
2495,529.2,330.5,1
2545,450.6,295.8,1
2595,412.1,292.8,1
2645,419.8,261.9,1
2700,385.2,258.1,1
2750,439.9,261.2,1
2820,477.6,284.3,1
2870,493.0,290.5,1
2925,449.9,277.4,1
2975,429.8,233.4,1
3025,428.3,258.9,1
3075,607.0,225.0,1
3135,-1.0,-1.0,0
3185,529.2,220.3,1
3235,626.3,288.1,1
3475,-1.0,-1.0,0
3975,-1.0,-1.0,0
5485,589.3,425.3,1
5635,-1.0,-1.0,0
6730,559.3,361.3,1
6780,542.3,359.8,1
6840,388.2,313.6,1
6890,351.3,260.4,1
6940,330.5,248.1,1
6990,276.5,241.1,1
7230,228.0,335.9,1
7635,533.8,198.0,1
7870,362.8,186.4,1
7920,338.9,191.1,1
7970,321.2,201.9,1
8025,289.6,226.5,1
8075,295.0,261.9,1
8125,385.2,295.1,1
8200,446.0,382.9,1
8255,446.0,358.2,1
8305,471.4,298.2,1
8355,-1.0,-1.0,0
8425,556.2,371.3,1
8475,652.5,392.9,1
8575,785.0,342.8,1
8625,822.0,331.3,1
8955,588.5,419.9,1
9005,518.4,361.3,1
9060,592.4,332.1,1
9110,-1.0,-1.0,0
9160,706.4,298.9,1
9220,722.6,276.6,1
9270,-1.0,-1.0,0
9675,-1.0,-1.0,0
9725,823.5,356.7,1
9775,820.4,366.0,1
9825,836.6,350.5,1
9880,788.8,344.4,1
9930,729.5,399.1,1
9980,724.1,433.7,1
10090,665.6,369.8,1
10205,449.1,435.3,1
10255,495.3,417.6,1
10335,309.7,292.8,1
10415,292.7,288.1,1
10480,-1.0,-1.0,0
10535,279.6,267.3,1
10585,280.4,230.4,1
10635,305.0,216.5,1
10685,339.7,194.2,1
10740,343.6,206.5,1
10790,336.6,222.7,1
10840,328.1,278.9,1
10895,347.4,257.3,1
11205,-1.0,-1.0,0
12250,399.8,248.1,1
12420,698.7,237.3,1
12945,652.5,362.9,1
12995,545.4,483.8,1
13110,-1.0,-1.0,0
13315,697.2,164.9,1
13365,698.7,178.0,1
13425,734.9,210.3,1
15120,-1.0,-1.0,0
16055,672.5,164.1,1
16235,771.1,241.1,1
16310,675.6,230.4,1
16485,-1.0,-1.0,0
16540,-1.0,-1.0,0
16590,-1.0,-1.0,0
16640,491.5,131.0,1
16690,521.5,188.8,1
16820,577.0,208.0,1
16870,-1.0,-1.0,0
16935,546.9,221.9,1
16985,-1.0,-1.0,0
17045,-1.0,-1.0,0
17100,593.9,212.6,1
17150,602.4,234.2,1
17200,663.3,224.2,1
