frame,x,y,visible
8615,514.6,275.4,1
8640,513.0,275.8,1
8665,513.0,275.8,1
8690,514.6,275.0,1
8720,513.8,276.6,1
8745,520.7,279.7,1
8770,514.6,279.7,1
8800,514.6,279.7,1
8825,514.6,279.7,1
8850,513.8,282.7,1
8880,513.8,282.7,1
8905,513.8,284.3,1
8930,514.6,279.7,1
8960,515.4,285.8,1
8985,515.4,285.8,1
9010,515.4,285.8,1
9040,515.4,285.8,1
9065,515.4,289.7,1
9090,515.4,289.7,1
9120,514.6,292.8,1
9145,514.6,294.3,1
9170,514.6,294.3,1
9200,514.6,294.3,1
9225,514.6,294.3,1
9250,513.0,294.3,1
9280,513.8,294.3,1
9745,583.9,239.6,1
9770,627.1,258.1,1
9805,664.0,264.3,1
9830,678.7,293.5,1
9855,708.0,319.0,1
9885,702.6,320.5,1
9910,714.1,323.6,1
9935,694.9,369.8,1
9965,677.1,403.7,1
9990,686.4,384.4,1
10015,681.8,366.7,1
10045,666.3,345.9,1
10070,-1.0,-1.0,0
10095,625.5,299.7,1
10125,-1.0,-1.0,0
10150,671.0,362.9,1
10175,790.4,320.5,1
10205,822.7,297.4,1
10230,785.8,300.5,1
10255,767.3,297.4,1
10285,709.5,324.4,1
10405,-1.0,-1.0,0
10430,685.6,430.7,1
10460,758.8,387.5,1
10485,749.6,375.2,1
10510,723.4,376.0,1
10540,667.1,396.0,1
10565,468.4,466.9,1
10715,234.9,391.4,1
10745,-1.0,-1.0,0
10770,-1.0,-1.0,0
10795,170.2,356.7,1
11040,138.6,390.6,1
11065,131.7,379.0,1
11090,-1.0,-1.0,0
13145,-1.0,-1.0,0
13175,765.0,235.0,1
13200,768.8,231.9,1
13225,781.9,229.6,1
14160,753.4,194.9,1
14185,743.4,198.0,1
14210,733.4,198.8,1
14240,718.0,199.5,1
14265,706.4,195.7,1
14290,748.0,210.3,1
14320,833.5,241.9,1
14395,818.9,278.9,1
14515,847.4,483.8,1
14595,-1.0,-1.0,0
14815,687.2,536.2,1
14840,713.3,489.2,1
14870,714.1,459.2,1
14895,719.5,455.3,1
14920,732.6,453.8,1
14950,737.2,449.2,1
14975,740.3,446.1,1
15000,748.0,443.0,1
15140,689.5,454.5,1
15230,158.7,493.8,1
15255,127.1,482.3,1
15335,177.9,344.4,1
15365,255.7,273.5,1
15395,300.4,247.3,1
15425,337.4,241.1,1
15450,344.3,245.0,1
15475,335.8,247.3,1
15505,416.0,205.7,1
15530,451.4,188.0,1
15555,468.4,176.4,1
15585,470.7,172.6,1
15610,468.4,174.9,1
15635,-1.0,-1.0,0
15790,-1.0,-1.0,0
15825,480.7,186.4,1
15850,446.0,188.0,1
15880,409.8,185.7,1
